team,main,id,title,author,journal,number,cites,year,cid,pubid
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,"Deportation, Crime, and Victimization","S Rozo, A Therese, S Raphael",Journal of Population Economics,34 (144-166),5,2020,"17667513220996779145,4576978449375578867,10411497143599891648",fEOibwPWpKIC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Forced Migration and the Spread of Infectious Diseases,"AM Ibáñez, S Rozo",https://www.sciencedirect.com/science/article/abs/pii/S,S016762962100076X?via,5,NA,8161540144594448934,uc_IGeMz5qoC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Is Informality Good for Business? The Impacts of IDP Inflows on Formal Firms,"S Rozo, H Winkler",The Journal of Human Resources. Forthcoming,,4,2019,"2982610600865234021,3332680553118502953",hkOj_22Ku90C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Nuevo enfoque para la construcción de un único indicador líder de la actividad económica colombiana,SV Rozo,Coyuntura Económica,,4,2008,"9001623972676131085,5347443683203497003",BrmTIyaxlBUC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Effects of Venezuelan migration on education outcomes in Colombia,"O Namen, M Prem, S Rozo, JF Vargas",Research Prosals Inter-American Bank of Development,,3,2019,17363404112390964166,q3CdL3IzO_QC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Creating opportunities for rural producers: Impact evaluation of a pilot program in Colombia,"SV Rozo, V Gonzalez, C Morales, Y Soares",Journal of Drug Policy Analysis,"8 (1), 1-35",3,2015,12998750643507329274,tKAzc9rXhukC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Is Informality Good for Business,"S Rozo, HJ Winkler",The Impacts of IDP Inflows,,2,2019,18038330944071883401,rmuvC79q63oC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Explaining the Heterogeneous Effects of Natural Resources on Local Economic Development,S Rozo,https://papers.ssrn.com/sol,l3/papers.cfm?abstract_id=2793663,2,2016,18122837587038471401,9vf0nzSNQJEC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Attitudes towards Migrants during Crisis Times,"M Rodríguez Chatruc, S Rozo",IZA Discussion Paper,,1,2021,"14503731717131109130,14196288769012471801",hMsQuOkrut0C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Empowering Migrants: Impacts of a Migrant's Amnesty on Crime Reports,"A Ibanez, S Rozo, D Bahar",IZA Discussion Paper,,1,2020,3275305292691803918,t7zJ5fGR-2UC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Who Does Not like Migrants? Individual Demographics and Attitudes Towards Migration,"SV Rozo, MJ Urbina",IZA Discussion Papers,,1,2020,231903002376489407,z_wVstp3MssC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,How Does it Feel to Be Part of the Minority? Impacts of Perspective-Taking on Prosocial Behaviors,"M Rodriguez Chatruc, S Rozo",IZA Discussion Paper,,0,2021,NA,L7CI7m0gUJcC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Life out of the Shadows: Impacts of Amnesty Programs on Migrant’s Lifes,"AM Ibánez, A Moya, MA Ortega, MR Chatruc, SV Rozo",,,0,2021,NA,tYavs44e6CUC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,The Unintended Consequences of Deportations,"A Bandiera, L Dinarte, SV Rozo, C Schmidt-Padilla, MM Sviatschi, ...","World Bank, Washington, DC",,0,2021,NA,ML0RJ9NH7IQC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Essays on the Economics of Crime,SV Rozo Villarraga,UCLA,,0,2015,NA,VaXvl8Fpj5cC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,GO‐GARCH: a multivariate generalized orthogonal GARCH model,R Van der Weide,Journal of Applied Econometrics,"17 (5), 549-564",505,2002,"5341972599730620502,6851181824198394667",u5HHmVD_uO8C
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Fair progress?: Economic mobility across generations around the world,"A Narayan, R Van der Weide, A Cojocaru, C Lakner, S Redaelli, ...",World Bank Publications,,184,2018,15454212934645859286,2P1L_qKh6hAC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,"Herding, a-synchronous updating and heterogeneity in memory in a CBS","C Diks, R Van Der Weide",Journal of Economic dynamics and control,"29 (4), 741-763",99,2005,"17047397828645455711,14805029390909372064,7758783790532406544",u-x6o8ySG0sC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,E&F Chaos: a user friendly software package for nonlinear economic dynamics,"C Diks, C Hommes, V Panchenko, R Van Der Weide",Computational Economics,"32 (1), 221-244",78,2008,12818080270345256343,d1gkVwhDpl0C
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Inequality is bad for growth of the poor (but not for that of the rich),"R Van der Weide, B Milanovic",World Bank Policy Research Working Paper,,64,2014,14139666330686787404,nb7KW1ujOQ8C
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Method of moments estimation of go-garch models,"HP Boswijk, R Van der Weide",Journal of Econometrics,"163 (1), 118-126",64,2011,"14445514398961896643,4579005512336761571",UeHWp8X0CEIC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Estimating quarterly poverty rates using labor force surveys: a primer,"M Douidich, A Ezzrari, R Van der Weide, P Verme",The World Bank Economic Review,"30 (3), 475-500",57,2016,4153031222012824128,4TOpqqG69KYC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Wake me up before you GO-GARCH,"HP Boswijk, R Van Der Weide",Tinbergen Institute Discussion Paper,,53,2006,"6097397351399821331,16678480230385430525",9yKSN-GCB0IC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Inequality is Bad for Growth of the Poor (but Not for That of the Rich),"R Van der Weide, B Milanovic",The World Bank Economic Review,"32 (3), 507-530",51,2018,"5638141443312368144,17340833296328623610,14094022306915841633",7PzlFSSx8tAC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Poverty and inequality maps in rural Vietnam: An application of small area estimation,"NV Cuong, TN Truong, R Van Der Weide",Asian Economic Journal,"24 (4), 355-390",48,2010,"10837644601546910405,7575890735451035085",zYLM7Y9cAGgC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Is inequality underestimated in Egypt? Evidence from house prices,"R Van Der Weide, C Lakner, E Ianchovichina",Review of Income and Wealth,"64, S55-S79",47,2018,"11665431799934277411,12213334057110321265,485754163954223600,9313262737032798344",blknAaTinKkC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Romania-Competitive cities: reshaping the economic geography of Romania,"M Ionescu-Heroiu, SI Burduja, D Sandu, S Cojocaru, B Blankespoor, ...",Romania regional development program. Washington DC: World Bank. Retrieved …,,32,2013,"3734710054384026664,3110073616557925107",zA6iFVUQeVQC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,"Unequal opportunity, unequal growth","GA Marrero, JG Rodríguez, R Van Der Weide",World bank policy research working paper,,31,2016,"17784541048059803437,233587850522821186",YFjsv_pBGBYC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,A note on different approaches to index number theory,"M Van Veelen, R van der Weide",American Economic Review,"98 (4), 1722-30",29,2008,"11985731831953583489,3789127863439392633",2osOgNQ5qMEC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Estimation of normal mixtures in a nested error model with an application to small area estimation of poverty and inequality,"C Elbers, R van der Weide",The World Bank,,26,2014,16990970528405310850,dhFuZR0502QC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Heterogeneity as a natural source of randomness,"CGH Diks, R Van Der Weide",Tinbergen Institute Discussion Paper,,25,2003,"2137391682403082516,13193584790382636978,16396561456953844751",qjMakFHDy7sC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Lao PDR poverty trends 1992,"K Richter, R van der Weide, P Souksavath",,3–2002,14,2005,"9488736838847060835,4851251436858977777",IjCSPb-OGe4C
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Gls estimation and empirical bayes prediction for linear mixed models with heteroskedasticity and sampling weights: a background study for the povmap project,R Van der Weide,World Bank Policy Research Working Paper,,11,2014,577694991598680085,IWHjjKOFINEC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Cost-effective estimation of the population mean using prediction estimators,"T Fujii, R Van der Weide",World Bank Policy Research Working Paper,,9,2013,1643836840922961312,aqlVkmm33-oC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Importing high food prices by exporting: rice prices in Lao PDR,"D Durevall, R van der Weide",Journal of Agricultural Economics,"68 (1), 164-181",8,2017,5007914323133100211,qUcmZB5y_30C
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Is Predicted Data a Viable Alternative to Real Data?,"T Fujii, R van der Weide",The World Bank Economic Review,"34 (2), 485-508",5,2020,"12976244049106933535,3125755400112562759,13707097426844789474",P5F9QuxV20EC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,"Intergenerational mobility, human capital accumulation, and growth in India","R van der Weide, M Vigh",WIDER Working Paper,,5,2018,12894902525105938642,fPk4N6BV_jEC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Testing the number of factors in GO-GARCH models,"HP Boswijk, R van der Weide",,2nd Annual Conference on Bootstrap and Numerical Methods in Time Series …,5,2008,7007106542190384544,eQOLeE2rZwMC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Obstacles on the road to Palestinian economic growth,"R Van Der Weide, B Rijkers, B Blankespoor, AS Abrahams",World Bank Policy Research Working Paper,,4,2018,2765307874008640836,70eg2SAEIzsC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Intergenerational mobility around the world,"R Van der Weide, C Lakner, DG Mahler, A Narayan, R Ramasubbaiah","World Bank, Washington, DC",,3,2021,15645146106332397570,dshw04ExmUIC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Approximating income distribution dynamics using aggregate data,"A Kraay, R Van der Weide",World Bank Policy Research Working Paper,,3,2017,4187136736865922265,vV6vV6tmYwMC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Volatility: Expectations and realizations,"R Peters, R van der Weide",mimeo,,3,2011,"18144848197550917076,5020988646152905005,18149910478739208086,10788448019467124146,4566227855821223274",ufrVoPGSRksC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Updating Poverty Maps of Vietnam using Vietnam Household Living Standard Survey 2002 and Population Census 1999,"C Nguyen, R van der Weide, NT Tran","University Library of Munich, Germany",,3,2007,"8100425170372977459,8617202332171518522,7918149482892312510",W7OEmFMy1HYC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,How poverty came on the map in Lao PDR,R Van Der Weide,The World Bank,,3,2004,14176807057151180567,CHSYGLWDkRkC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Estimation of normal mixtures in a nested error model with an application to small area estimation of welfare,"R Van der Weide, C Elbers",SAE Conference,,2,2013,12334945303029036542,cFHS6HbyZ2cC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Poverty and inequality maps for rural Vietnam,"NV Cuong, TN Truong, R van der Weide",World Bank Policy Research Paper,5443,2,2010,"6693751750962127871,11631204494481671843",M05iB0D1s5AC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Where are the Poor?',"B Kilama, W Lindeboom, R Van der Weide","Methodology Paper, Mimeo, Location unknown",,2,2006,8775994416847802232,lSLTfruPkqcC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,China and the United States: Different economic models but similarly low levels of socioeconomic mobility,"R van der Weide, A Narayan",WIDER Working Paper,,1,2019,"1289019504052898870,3330428918716095915",EUQCXRtRnyEC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Two-sample cross-tabulation,"T Fujii, R van der Weide",,,1,2011,"746136718491519859,10436191501900949263",QIV2ME_5wuYC
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Construction of poverty map for the HCM city in Vietnam using the 2004 VHLSS and the 2004 HCM Mid-Census,"C Nguyen, R van der Weide, H Le, NT Tran","University Library of Munich, Germany",,1,2007,"4266000023718321175,13788365610985272636,6721263674063948927",UebtZRa9Y70C
Poverty and Inequality,Roy van der Weide,s_9SSOUAAAAJ,Economic mobility across generations: Old versus new EU member states,"R van der Weide, A Narayan, M Negre",Briefing Paper,,0,2019,NA,f2IySw72cVMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital and economic development: Toward a theoretical synthesis and policy framework,M Woolcock,Theory and Society,"27 (2), 151-208",8218,1998,"266119375097942458,15599108380030931475,8468421750218156136,18200508326680527929,558084707212016264,3531332863723583036",LdasjJ6CEcoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social capital: Implications for development theory, research, and policy","M Woolcock, D Narayan",World Bank Research Observer,"15 (2), 225-249",6671,2000,"6152626413291741698,17672591960430202952,6422050723146374494,13763199445933014031,13724964303478308376,1748648793135543054,12406476118320712765,10940945698924055030,2751411049349461977,7265328548683306118,5104898919905991827,11180932979041369611,305487534040942394,15613059215475198559,14768010583969907858,13352493339761614544,7688934484008418874,18052335293215251653,11178338747939391398,16794786488951564103,13228573385343791170,2497128285773303599",u-x6o8ySG0sC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The place of social capital in understanding social and economic outcomes,M Woolcock,Canadian Journal of Policy Research,"2 (1), 11-17",3518,2001,"13403057537005076200,11892097319305219552,5039687970301757492,2968099922054733517,16528087454196848427,10542573668782010629,14163781644195649751,171568320861451584,18278466494008632068,8938579335016373254,13679946244890225831,6001240445092974965,371479255216531932,17840630458417615913,16560535955794629468,16251087628045804076,12874340533666598927,9473084159061524896,11765103742286738444,12074081451103591088",d1gkVwhDpl0C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Health by association? Social capital, social theory, and the political economy of public health","S Szreter, M Woolcock",International Journal of Epidemiology,"33 (4), 650-667",2398,2004,"7490271647187828503,11197167060457635957,14755629483849662154,17447697279658356738,800441133644323432,9383747900430197013",EMrlLOzmm-AC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Measuring social capital: An integrated questionnaire,"C Grootaert, D Narayan, V Nyhan Jones, M Woolcock",World Bank,,1826,2004,"11020358844034452732,2722024880316727811,10359730648667234729,5471160832335916598,7957212521088737290,16913329780261712991,12360739012296720514,531327586443419368,18401697962843309411,14555465448498887907,9475710691559508650,5410053200884693066,9971046408749526519,14432402107539443033,13222149152768634927,14109054257294906346,3674988858628314572,15157544959106967579,7265521190837995457,1388878497416627596,15768713404821677065,2104983368575413576,13907644589496968368,15346325983411091627,14090349386750822027,4526239974633702739,1369223878097562248,4905001656969004293,1224358059858738312",XiSMed-E-HIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The varieties of resource experience: Natural resource export structures and the political economy of economic growth,"J Isham, M Woolcock, L Pritchett, G Busby",World Bank Economic Review,"19 (2), 141-174",1361,2005,"15220598766732948107,11973410469560345619,1239249965166912848,11925843165487885712,3969736606097012028,2163879267826428649,16138733561048164789,2465060929934909882,3497296983217977279,12870033188848069087,11448500818557581381,16142022538316994416,8910566831857959487,11622334841413142551,4778460170371054363,4329514874439279821,3162124705023837126,8877786005059213114,8574147888078085681,4823251464012576021,10218526507639708116,8594215600031631848,5391598465860886474,2545333717545546075,2319192898823848406,9686700787167619391,14570367071440881683,5804485390298817319",2osOgNQ5qMEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,World Development Report 2000/2001: Attacking Poverty,"R Kanbur, N Lustig, M Das Gupta, C Grootaert, V Kwakwa, ...",The World Bank,,1165,2000,"10650615322867865736,2501064133531260713,8553304060512712166,7669897862828353733,9627653161088789806,16977243228984009905,15529794103013998635,14024142580923722554,14700054966250505787,9611525052913379253,12882877205119534084,8234961470023817717,9854095257984165838",K7YvBqpTqvwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social cohesion, institutions, and growth","W Easterly, J Ritzen, M Woolcock",Economics & Politics,"18 (2), 103-120",1089,2006,"7626771086483028250,16428329565755229175,6104680570492998250,5798111746087794778,10379020456730777963,2588206130398452429,7260911162577023477,11180787409257713252,4653559297790066184,8412147655423803636,11956893115920345140,3491025456356554194",IjCSPb-OGe4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Solutions when the solution is the problem: Arraying the disarray in development,"L Pritchett, M Woolcock",World Development,"32 (2), 191-212",902,2004,"17641198190727592727,15660662614051334320,1144271881154059893,13445540691466924303,9258463171250615181,2009657409898664943,1365874431175015177,856390056167427824",qjMakFHDy7sC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Escaping capability traps through Problem-Driven Iterative Adaptation (PDIA),"M Andrews, L Pritchett, M Woolcock",World Development,"51 (11), 234-244",668,2013,"11147434160726394180,2727215713386728328,3292067091009543877,13401384127986826939,8594495799742264513,12932245651253242497",vRqMK49ujn8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,World Development Report 2006: Equity and Development,"TM Atinc, A Banerjee, FH Ferreira, P Lanjouw, M Menendez, B Ozler, ...",The World Bank,,652,2005,"10466991770774459264,1922031687053447544,4586221160069028093,14469553681170343171,17540908378805259204,8004868846323174024,4085484650973412050,2203398906308853312,2484235506417855484,18254769174292261929,183143754594870195,16410787736375159030",2OH0MCcz6qcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Conditional, unconditional and everything in between: A systematic review of the effects of cash transfer programmes on schooling outcomes","S Baird, FHG Ferreira, B Özler, M Woolcock",Journal of Development Effectiveness,"6 (1), 1-43",592,2014,"13318901430663438633,13315286574228854078,11311886834731124509,17979595084827877813,3746360068563399265,3247683113630452764",CB2v5VPnA5kC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Exploring social capital debates at the World Bank,"A Bebbington, S Guggenheim, E Olson, M Woolcock",Journal of Development Studies,"40 (5), 33-64",430,2004,"2867411173312706256,1134541483585194313,18141954565450476364",-_dYPAW6P2MC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Building State Capability: Evidence, Analysis, Action","M Andrews, L Pritchett, M Woolcock",Oxford University Press,,413,2017,"6466507206029779562,16578010640622515292,5131950158824646984,17982954271539589629",oQdNcxnU9dAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital in theory and practice: Where do we stand?,M Woolcock,Social Capital and Economic Development: Well-Being in Developing Countries …,,397,2002,"6590603818785751114,17709265817815647612,16362217073798022828,7686338326642118169,7339103248140808806",eJXPG6dFmWUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Capability traps? The mechanisms of persistent implementation failure,"L Pritchett, M Woolcock, M Andrews",Center for Global Development Working Paper,,366,2010,"11767893528250210764,8390309092484839806,9698224178436142446,6204646274211906615,8493716608498167355,9269093708274941291,7595752189889943869",WtgKeONp1i0C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Analyzing social capital in context: A guide to using qualitative methods and data,"N Dudwick, K Kuehnast, VN Jones, M Woolcock",World Bank Institute Working Paper,,355,2006,"6766475415776842682,11041408942719464833",Se3iqnhoufwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Looking like a state: Techniques of persistent failure in state capability for implementation,"L Pritchett, M Woolcock, M Andrews",Journal of Development Studies,"49 (1), 1-18",325,2013,"16880799320373279344,2613493405447696731,6407790491462761195,13354162134123462761,11184225892599137867,4134409715692723412",B3FOqHPlNUQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Learning from failures in microfinance: What unsuccessful cases tell us about how group based programs work,MJV Woolcock,American Journal of Economics and Sociology,"58 (1), 17-42",310,1999,"15692207301227653151,3729320940121008423,2399381385343856564",F1b5ZUV5XREC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Integrating qualitative and quantitative approaches in program evaluation,"V Rao, M Woolcock",The Impact of Economic Policies on Poverty and Income Distribution …,,273,2003,"14818330778231823215,5852319386850720954,11712684669782148166,17664759676245532760,12543728905404175096",W7OEmFMy1HYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Governance in the gullies: Democratic responsiveness and leadership in Delhi’s slums,"S Jha, V Rao, M Woolcock",World Development,"35 (2), 230-246",265,2007,"6613967530627937854,15402161347609588707,14991231508852242004,6175223344598865292,102643661022384625,9906995142344743090,17814517452201889624",hqOjcs7Dif8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Microenterprise and social capital: A framework for theory, research, and policy",M Woolcock,Journal of Socio-Economics,"30 (2), 193-198",260,2001,16402441171151167261,7H_MAutzIkAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"The rise and routinization of social capital, 1988-2008",M Woolcock,Annual Review of Political Science,"13, 469-487",257,2010,"15168773840880269989,1226735736741819153",aqlVkmm33-oC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Managing risk, shocks, and opportunity in developing economies: The role of social capital",M Woolcock,"Dimensions of Development (Gustav Ranis, ed.)",197-212,244,2000,"10723492809321248023,10212478284417702019,13432134042303970513,11170186598956657266,1810405590272411671,2898511926766697447,2379420026167124071",Tyk-4Ss8FVUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Using mixed methods in monitoring and evaluation: Experiences from international development,"M Bamberger, V Rao, M Woolcock",Handbook of Mixed Methods,613-641,243,2010,"3125543508048826911,12203237580619459388,6903737517931994934,8584627117785571721,15718849814980623918,10534071373454212029",URolC5Kub84C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital: The state of the notion,M Woolcock,Global and Local Perspectives,15-40,218,1999,"5552838131918474269,2261620538143182909,6481090768063802510,15380451236601900657",ufrVoPGSRksC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The Search for Empowerment: Social Capital as Idea and Practice at the World Bank,"A Bebbington, M Woolcock, S Guggenheim, E Olson (eds.)",Kumarian Press,,198,2006,"6044298695930062541,3977284134475607983,18186338546152567379,17213438356593078479,8894725901238813528,17955188998905012447,201059715144778054,15068980023970689090",AvfA0Oy_GE0C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Toward a plurality of methods in project evaluation: A contextualised approach to understanding impact trajectories and efficacy,M Woolcock,Journal of Development Effectiveness,"1 (1), 1-14",188,2009,"5438477551193793335,16135191508245955263",wKETBy42zhYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Symposium: Using social capital to help integrate planning theory, research, and practice","J Hutchinson, AC Vidal, R Putnam, I Light, X de Souza Briggs, WM Rohe, ...",Journal of the American Planning Association,"70 (2), 142-192",187,2004,"13854376057565935398,1642654791276832777",HE397vMXCloC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Using case studies to explore the external validity of ‘complex’ development interventions,M Woolcock,Evaluation,"19 (3), 229-248",181,2013,"16191528803739267601,7311609651440937088",N5tVd3kTz84C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The fiction of development: Literary representation as a source of authoritative knowledge,"D Lewis, D Rodgers, M Woolcock",Journal of Development Studies,"44 (2), 198-216",172,2008,"9076653984225972588,6399981132905470372,14526359589871764436,10769205403514301215,15954166395410109084,5634868852791889411",Zph67rFs4hoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Empowerment, deliberative development, and local-level politics in Indonesia: Participatory projects as a source of countervailing power","C Gibson, M Woolcock",Studies in Comparative International Development,"43 (2), 151-180",164,2008,"6349363546400446477,17386366287252507172,15999053354185562291,3523673331982945769,9148976377214457117",3fE2CSJIrl8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The social foundations of poor economic growth in resource-rich countries,"M Woolcock, L Pritchett, J Isham",Resource Abundance and Economic Development,76-92,162,2001,"10741359438880900444,7683096939047603710,16316136046323361509,2516118597922720680,15207540057041814393",eQOLeE2rZwMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Bright ideas: social capital–the bonds that connect,"M Woolcock, AT Sweetser",Asian Development Bank Review,"34 (2), 26-27",156,2002,"12908152638291561582,15171852580776798859",l7t_Zn2s7bgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,How and why does history matter for development policy?,"M Woolcock, S Szreter, V Rao",Journal of Development Studies,"47 (1), 70-96",148,2011,"16332919615068686406,5745066189703014888,10225225448221446515",dhFuZR0502QC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social Capital: A Theory of Social Structure and Action (review),M Woolcock,Social Forces,"82 (3), 1209-1211",148,2004,5564432064597219558,iH-uZ7U-co4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Customary law and policy reform: Engaging with the plurality of justice systems,"L Chirayath, C Sage, M Woolcock",World Bank (Background paper for WDR,2006),144,2005,"15928456599598854759,8616179866763368801,10331408938814705836,4665092843436355644,16989738139049140988,16590255239183696736,12970200096697216184,8769784795106043603,8563980385773997700,1437791718082985104,7986199842763817785,12750598633181391552",F9fV5C73w3QC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Why should we care about social capital?,M Woolcock,Canberra Bulletin of Public Administration,"98, 17-19",125,2000,"7546102908923561014,9547959355419394007",yB1At4FlUx8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Legal Pluralism and Development: Scholars and Practitioners in Dialogue,"BZ Tamanaha, C Sage, M Woolcock (eds.)",Cambridge University Press,,110,2012,"10736535793055399330,14821759561209803780,18366206939334887301,5981511147054693084,462435556339542184,4753898731321464948",WA5NYHcadZ8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Trust, Voice, and Incentives: Learning from Local Success Stories in Service Delivery in the Middle East and North Africa","H Brixi, E Lust, M Woolcock",World Bank Publications,,106,2015,"17349865283407857428,17494732149040049783,8726886384364166386,988308698256214943,503058686118575264,16184729542277340728,16373313596837629404,18016274154062594378,16642216503469982937,13240830201722855583,10012113929215813533,7753439213893224334,7193463980121397229,7188648280600874911,6700731698042161955,4726155762776772535,4610708608524026222,4190720514152225240,13173235843620352230,9945297390142875491",3kvRe0mj6SEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Contesting Development: Participatory Projects and Local Conflict Dynamics in Indonesia,"P Barron, R Diprose, M Woolcock",Yale University Press,,95,2011,"2623433009747521197,16759397265985000888,13403220804492094128,18415299432018428685",bEWYMUwI8FkC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Micro-states in a global economy: The role of institutions and networks in managing vulnerability and opportunity,"D Brautigam, M Woolcock","Globalization, Marginalization and Development",185-202,95,2002,"15529154550490680005,7578513334631594143,17503478668534180844,14770041268635430153,8971794861245693011,3467752452271040851,13269953508330483729",ML0RJ9NH7IQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Why and how planners should take social capital seriously,M Woolcock,Journal of the American Planning Association,"70 (2), 183-189",88,2004,7895445728624864885,WqliGbK-hY8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The disciplinary monopoly in development research at the World Bank,"V Rao, M Woolcock",Global Governance,"13 (4), 479-484",86,2007,"11559195628724992382,1291604316749993356",4DMP91E08xMC
